"","lemma","transitive_rank","transitive_frequency","transitive_ipm","reflexive_rank","reflexive_frequency","reflexive_ipm","total_rank","total_frequency","total_ipm","refexivity"
"7680","vyjmout",873,663,6.57486528368788,2832,38,0.376839940844856,1509,1263,12.5249696128172,0.0300870942201108
"7681","vykácet",4050,54,0.535509389621638,4486,11,0.109085246034037,5309,141,1.39827451734539,0.0780141843971631
"7682","vykadit",10776,3,0.0297505216456465,3683,19,0.188419970422428,9298,26,0.25783785426227,0.730769230769231
"7683","vykapávat",12498,2,0.0198336810970977,9179,1,0.00991684054854884,15909,2,0.0198336810970977,0.5
"7684","vykasat",3411,78,0.77351356278681,5899,5,0.0495842027427442,6312,90,0.892515649369396,0.0555555555555556
"7685","vykastrovat",5810,23,0.228087332616623,6339,4,0.0396673621941954,6532,82,0.813180924981005,0.0487804878048781
"7686","vykašlat",4845,37,0.366923100296307,465,780,7.7351356278681,1958,862,8.5483165528491,0.904872389791183
"7687","vykašlávat",4983,34,0.337172578650661,8754,1,0.00991684054854884,8075,43,0.4264241435876,0.0232558139534884
"7688","vykat",9017,6,0.0595010432912931,5528,6,0.0595010432912931,4975,165,1.63627869051056,0.0363636363636364
"7689","vykázat",924,612,6.06910641571189,2534,49,0.485925186878893,1765,1009,10.0060921134858,0.0485629335976214
"7690","vykazovat",240,2505,24.8416855741149,2842,37,0.366923100296307,743,3142,31.1587130035405,0.0117759388924252
"7691","vykecat",10202,4,0.0396673621941954,3719,19,0.188419970422428,7613,52,0.51567570852454,0.365384615384615
"7692","vykecávat",8791,6,0.0595010432912931,3366,25,0.247921013713721,8865,31,0.307422057005014,0.806451612903226
"7693","vykládat",659,932,9.24249539124752,1363,164,1.62636184996201,590,4188,41.5317282173226,0.0391595033428844
"7694","vyklánět",10084,4,0.0396673621941954,1573,127,1.2594387496657,5388,138,1.36852399569974,0.920289855072464
"7695","vyklápět",6206,19,0.188419970422428,2992,33,0.327255738102112,7218,62,0.614844114010028,0.532258064516129
"7696","vyklenout",5915,22,0.218170492068075,3135,30,0.297505216456465,7647,52,0.51567570852454,0.576923076923077
"7697","vyklepat",3180,89,0.882598808820847,9072,1,0.00991684054854884,5488,132,1.30902295240845,0.00757575757575758
"7698","vyklepávat",4325,47,0.466091505781796,7267,3,0.0297505216456465,7331,59,0.585093592364382,0.0508474576271186
"7699","vyklepnout",4901,36,0.357006259747758,6467,4,0.0396673621941954,7337,59,0.585093592364382,0.0677966101694915
"7700","vykleštit",11920,2,0.0198336810970977,7674,2,0.0198336810970977,9773,21,0.208253651519526,0.0952380952380952
"7701","vyklidit",1307,388,3.84773413283695,5525,6,0.0595010432912931,2684,522,5.1765907663425,0.0114942528735632
"7702","vykliňovat",14839,1,0.00991684054854884,10955,1,0.00991684054854884,14254,4,0.0396673621941954,0.25
"7703","vyklízet",2678,124,1.22968822802006,4929,9,0.0892515649369396,5256,146,1.44785872008813,0.0616438356164384
"7704","vyklonit",6627,16,0.158669448776782,894,313,3.10397109169579,3418,344,3.4113931487008,0.909883720930233
"7705","vyklopit",2060,198,1.96353442861267,3073,31,0.307422057005014,2562,564,5.59309806938155,0.0549645390070922
"7706","vyklopýtat",12975,1,0.00991684054854884,7763,2,0.0198336810970977,7716,50,0.495842027427442,0.04
"7707","vykloubit",3897,59,0.585093592364382,4323,13,0.128918927131135,6552,82,0.813180924981005,0.158536585365854
"7708","vyklouznout",4272,49,0.485925186878893,5892,5,0.0495842027427442,1789,986,9.77800478086916,0.0050709939148073
"7709","vyklovat",5344,29,0.287588375907917,10006,1,0.00991684054854884,8764,32,0.317338897553563,0.03125
"7710","vyklubat",4418,46,0.456174665233247,629,510,5.05758867975991,2685,522,5.1765907663425,0.977011494252874
"7711","vyklusat",12009,2,0.0198336810970977,7488,2,0.0198336810970977,11494,11,0.109085246034037,0.181818181818182
"7712","vyklusávat",15103,1,0.00991684054854884,7878,2,0.0198336810970977,11735,10,0.0991684054854885,0.2
"7713","vykodrcat",15016,1,0.00991684054854884,8351,2,0.0198336810970977,12863,6,0.0595010432912931,0.333333333333333
"7714","vykoktat",4646,41,0.406590462490503,8085,2,0.0198336810970977,4209,232,2.30070700726333,0.00862068965517241
"7715","vykolébat",14624,1,0.00991684054854884,4932,9,0.0892515649369396,11974,9,0.0892515649369396,1
"7716","vykoledovat",3847,60,0.595010432912931,11052,1,0.00991684054854884,6808,74,0.733846200592615,0.0135135135135135
"7717","vykolejit",3325,82,0.813180924981005,4833,9,0.0892515649369396,3919,266,2.63787958591399,0.0338345864661654
"7718","vykolíkovat",9018,6,0.0595010432912931,10399,1,0.00991684054854884,10756,14,0.138835767679684,0.0714285714285714
"7719","vykompenzovat",3967,57,0.565259911267284,4596,10,0.0991684054854885,5302,142,1.40819135789394,0.0704225352112676
"7720","vykonat",676,911,9.034241739728,2635,45,0.446257824684698,1175,1780,17.6519761764169,0.0252808988764045
"7721","vykonávat",291,2188,21.6980471202249,2509,50,0.495842027427442,769,3039,30.1372784270399,0.0164527805199079
"7722","vykopat",1283,398,3.94690253832244,2838,37,0.366923100296307,2264,690,6.8426199784987,0.0536231884057971
"7723","vykopávat",3391,79,0.783430403335359,5034,8,0.0793347243883908,5706,119,1.18010402527731,0.0672268907563025
"7724","vykopnout",2370,157,1.55694396612217,8618,2,0.0198336810970977,3247,376,3.72873204625437,0.00531914893617021
"7725","vykořenit",6048,21,0.208253651519526,6857,3,0.0297505216456465,7965,45,0.446257824684698,0.0666666666666667
"7726","vykořeňovat",10677,3,0.0297505216456465,6342,4,0.0396673621941954,11343,11,0.109085246034037,0.363636363636364
"7727","vykořisťovat",5495,27,0.267754694810819,5519,6,0.0595010432912931,6322,89,0.882598808820847,0.0674157303370786
"7728","vykostit",5899,22,0.218170492068075,6900,3,0.0297505216456465,7686,51,0.505758867975991,0.0588235294117647
"7729","vykouknout",4611,42,0.416507303039051,11129,1,0.00991684054854884,2445,616,6.10877377790609,0.00162337662337662
"7730","vykoumat",8847,6,0.0595010432912931,10150,1,0.00991684054854884,8747,32,0.317338897553563,0.03125
"7731","vykoupat",4304,48,0.476008346330345,752,394,3.90723517612824,2490,593,5.88068644528946,0.664418212478921
"7732","vykoupit",1916,221,2.19162176122929,2216,65,0.644594635655675,2485,596,5.91043696693511,0.109060402684564
"7733","vykouřit",1906,223,2.21145544232639,2485,51,0.505758867975991,2811,484,4.79975082549764,0.105371900826446
"7734","vykousat",7353,12,0.119002086582586,7811,2,0.0198336810970977,9916,20,0.198336810970977,0.1
"7735","vykouzlit",1263,405,4.01632042216228,10983,1,0.00991684054854884,2636,541,5.36501073676493,0.00184842883548983
"7736","vykovat",6354,18,0.178503129873879,9581,1,0.00991684054854884,8269,39,0.386756781393405,0.0256410256410256
"7737","vykračovat",9901,4,0.0396673621941954,10595,1,0.00991684054854884,3989,258,2.5585448615256,0.00387596899224806
"7738","vykrádat",2757,117,1.16027034418021,3884,17,0.16858628932533,4743,181,1.79494813928734,0.0939226519337017
"7739","vykrajovat",3818,61,0.60492727346148,7457,2,0.0198336810970977,6596,80,0.793347243883908,0.025
"7740","vykrákat",14473,1,0.00991684054854884,10216,1,0.00991684054854884,11395,11,0.109085246034037,0.0909090909090909
"7741","vykrást",1975,211,2.09245335574381,1734,104,1.03135141704908,2901,462,4.58158033342957,0.225108225108225
"7742","vykrátit",10299,4,0.0396673621941954,7040,3,0.0297505216456465,11440,11,0.109085246034037,0.272727272727273
"7743","vykreslit",1976,211,2.09245335574381,3785,18,0.178503129873879,3174,390,3.86756781393405,0.0461538461538462
"7744","vykreslovat",2289,169,1.67594605270475,4340,12,0.119002086582586,3786,282,2.79654903469077,0.0425531914893617
"7745","vykrmit",6549,17,0.16858628932533,3871,17,0.16858628932533,6883,71,0.704095678946968,0.23943661971831
"7746","vykrmovat",6197,19,0.188419970422428,4297,13,0.128918927131135,7121,64,0.634677795107126,0.203125
"7747","vykročit",5354,29,0.287588375907917,4276,13,0.128918927131135,1042,2080,20.6270283409816,0.00625
"7748","vykrojit",3597,70,0.694178838398419,6568,4,0.0396673621941954,6169,96,0.952016692660689,0.0416666666666667
"7749","vykroutit",3536,73,0.723929360044066,1290,182,1.80486497983589,3422,343,3.40147630815225,0.530612244897959
"7750","vykroužit",4652,41,0.406590462490503,10045,1,0.00991684054854884,7481,56,0.555343070718735,0.0178571428571429
"7751","vykrucovat",10441,3,0.0297505216456465,2015,76,0.753679881689712,6450,85,0.842931446626652,0.894117647058824
"7752","vykrvácet",6249,19,0.188419970422428,11482,1,0.00991684054854884,4047,251,2.48912697768576,0.00398406374501992
"7753","vykrvit",15362,1,0.00991684054854884,9209,1,0.00991684054854884,13115,6,0.0595010432912931,0.166666666666667
"7754","vykrystalizovat",6368,18,0.178503129873879,4333,12,0.119002086582586,5691,120,1.19002086582586,0.1
"7755","vykrývat",6139,20,0.198336810970977,6671,3,0.0297505216456465,8813,31,0.307422057005014,0.0967741935483871
"7756","vykřesat",3063,96,0.952016692660689,3666,19,0.188419970422428,5326,141,1.39827451734539,0.134751773049645
"7757","vykřesávat",8932,6,0.0595010432912931,7102,3,0.0297505216456465,11690,10,0.0991684054854885,0.3
"7758","vykřičet",4013,55,0.545426230170186,3861,17,0.16858628932533,5533,130,1.28918927131135,0.130769230769231
"7759","vykřiknout",1753,259,2.56846170207415,3433,24,0.238004173165172,536,4604,45.6571338855189,0.0052128583840139
"7760","vykřikovat",2236,176,1.7453639365446,6502,4,0.0396673621941954,2232,705,6.99137258672694,0.00567375886524823
"7761","vykuchat",4915,36,0.357006259747758,6594,4,0.0396673621941954,6106,99,0.981767214306336,0.0404040404040404
"7762","vykuklit",14495,1,0.00991684054854884,5364,7,0.0694178838398419,12041,9,0.0892515649369396,0.777777777777778
"7763","vykulit",1870,231,2.29079016671478,3305,26,0.25783785426227,3938,264,2.6180459048169,0.0984848484848485
"7764","vykupovat",2909,106,1.05118509814618,3147,29,0.287588375907917,4405,210,2.08253651519526,0.138095238095238
"7765","vykurýrovat",7687,10,0.0991684054854885,5085,8,0.0793347243883908,8611,34,0.337172578650661,0.235294117647059
"7766","vykuřovat",7407,11,0.109085246034037,6627,4,0.0396673621941954,9621,22,0.218170492068075,0.181818181818182
"7767","vykutálet",9511,5,0.0495842027427442,2684,43,0.4264241435876,7720,50,0.495842027427442,0.86
"7768","vykutat",6723,15,0.148752608228233,7762,2,0.0198336810970977,8556,35,0.34708941919921,0.0571428571428571
"7769","vykvést",5423,28,0.277671535359368,10044,1,0.00991684054854884,4216,231,2.29079016671478,0.00432900432900433
"7770","vykytovat",13974,1,0.00991684054854884,4803,9,0.0892515649369396,11892,9,0.0892515649369396,1
"7771","vyladit",2463,147,1.45777556063668,2914,35,0.34708941919921,3552,320,3.17338897553563,0.109375
"7772","vylaďovat",8378,8,0.0793347243883908,5642,6,0.0595010432912931,9776,21,0.208253651519526,0.285714285714286
"7773","vylákat",2734,120,1.19002086582586,4925,9,0.0892515649369396,3416,344,3.4113931487008,0.0261627906976744
"7774","vylámat",3406,78,0.77351356278681,6240,4,0.0396673621941954,6009,104,1.03135141704908,0.0384615384615385
"7775","vylamovat",6401,18,0.178503129873879,5632,6,0.0595010432912931,8568,35,0.34708941919921,0.171428571428571
"7776","vyléčit",1594,300,2.97505216456465,1201,203,2.01311863135542,1711,1056,10.4721836192676,0.192234848484848
"7777","vylehčit",11596,2,0.0198336810970977,10941,1,0.00991684054854884,12158,8,0.0793347243883908,0.125
"7778","vylejvat",7912,9,0.0892515649369396,11536,1,0.00991684054854884,11120,12,0.119002086582586,0.0833333333333333
"7779","vylejzat",10633,3,0.0297505216456465,10692,1,0.00991684054854884,9177,27,0.267754694810819,0.037037037037037
"7780","vylekat",3076,95,0.94209985211214,1478,144,1.42802503899103,2912,459,4.55182981178392,0.313725490196078
"7781","vylepovat",5823,23,0.228087332616623,6773,3,0.0297505216456465,8371,38,0.376839940844856,0.0789473684210526
"7782","vylepšit",541,1184,11.7415392094818,1937,83,0.823097765529554,1139,1863,18.4750739419465,0.0445517981749866
"7783","vylepšovat",1562,307,3.0444700484045,2280,61,0.60492727346148,2324,665,6.59469896478498,0.0917293233082707
"7784","vyleptávat",14118,1,0.00991684054854884,10365,1,0.00991684054854884,16972,2,0.0198336810970977,0.5
"7785","vyleštit",3788,62,0.614844114010028,5883,5,0.0495842027427442,4868,172,1.7056965743504,0.0290697674418605
"7786","vyletět",3478,74,0.733846200592615,6544,4,0.0396673621941954,1557,1205,11.9497928610014,0.0033195020746888
"7787","vyletovat",6825,15,0.148752608228233,7594,2,0.0198336810970977,5165,152,1.50735976337942,0.0131578947368421
"7788","vylévat",2069,196,1.94370074751557,2276,61,0.60492727346148,3525,324,3.21305633772983,0.188271604938272
"7789","vylézat",5549,26,0.25783785426227,4768,10,0.0991684054854885,2864,473,4.6906655794636,0.0211416490486258
"7790","vylézt",3173,90,0.892515649369396,3362,25,0.247921013713721,746,3121,30.9504593520209,0.00801025312399872
"7791","vyležet",9827,4,0.0396673621941954,5783,5,0.0495842027427442,9957,19,0.188419970422428,0.263157894736842
"7792","vylhat",10529,3,0.0297505216456465,3204,28,0.277671535359368,8016,44,0.436340984136149,0.636363636363636
"7793","vylhávat",12255,2,0.0198336810970977,6145,4,0.0396673621941954,13097,6,0.0595010432912931,0.666666666666667
"7794","vylíčit",1079,508,5.03775499866281,5675,6,0.0595010432912931,1592,1166,11.563036079608,0.00514579759862779
"7795","vylidnit",7952,9,0.0892515649369396,2041,75,0.743763041141163,6231,93,0.922266171015043,0.806451612903226
"7796","vylidňovat",11147,3,0.0297505216456465,2691,43,0.4264241435876,7696,51,0.505758867975991,0.843137254901961
"7797","vylíhnout",7521,11,0.109085246034037,1128,222,2.20153860177784,4190,234,2.32054068836043,0.948717948717949
"7798","vylisovat",6823,15,0.148752608228233,5186,7,0.0694178838398419,8071,43,0.4264241435876,0.162790697674419
"7799","vylít",1200,438,4.34357616026439,1205,202,2.00320179080687,1936,878,8.70698600162589,0.230068337129841
"7800","vylítat",15024,1,0.00991684054854884,7483,2,0.0198336810970977,13850,4,0.0396673621941954,0.5
"7801","vylívat",7676,10,0.0991684054854885,7885,2,0.0198336810970977,9866,20,0.198336810970977,0.1
"7802","vylízat",4679,40,0.396673621941954,2751,40,0.396673621941954,5598,125,1.23960506856861,0.32
"7803","vylízávat",12215,2,0.0198336810970977,8108,2,0.0198336810970977,14223,4,0.0396673621941954,0.5
"7804","vylodit",6859,14,0.138835767679684,1395,157,1.55694396612217,4683,185,1.83461550148154,0.848648648648649
"7805","vyloďovat",11872,2,0.0198336810970977,4162,14,0.138835767679684,10423,16,0.158669448776782,0.875
"7806","vylomit",3760,63,0.624760954558577,3828,17,0.16858628932533,5828,113,1.12060298198602,0.150442477876106
"7807","vylosovat",4054,54,0.535509389621638,5621,6,0.0595010432912931,5223,147,1.45777556063668,0.0408163265306122
"7808","vyloučit",539,1186,11.7613728905789,1439,150,1.48752608228233,535,4607,45.6868844071645,0.032559149120903
"7809","vyloudit",2146,186,1.84453234203009,6988,3,0.0297505216456465,4010,256,2.5387111804285,0.01171875
"7810","vylouhovat",7697,10,0.0991684054854885,5865,5,0.0495842027427442,9007,29,0.287588375907917,0.172413793103448
"7811","vyloupávat",11804,2,0.0198336810970977,10296,1,0.00991684054854884,12214,8,0.0793347243883908,0.125
"7812","vyloupnout",3854,60,0.595010432912931,1241,193,1.91395022586993,4019,255,2.52879433987996,0.756862745098039
"7813","vyloužit",7830,10,0.0991684054854885,9216,1,0.00991684054854884,10680,14,0.138835767679684,0.0714285714285714
"7814","vylovit",1054,523,5.18650760689105,5785,5,0.0495842027427442,1928,883,8.75657020436863,0.00566251415628539
"7815","vylovovat",12909,1,0.00991684054854884,9300,1,0.00991684054854884,17008,2,0.0198336810970977,0.5
"7816","vyložit",734,829,8.22106081474699,3934,16,0.158669448776782,1189,1754,17.3941383221547,0.00912200684150513
"7817","vylučovat",754,800,7.93347243883908,809,362,3.58989627857468,1115,1923,19.0700843748594,0.188247529901196
"7818","vyluhovat",5589,26,0.25783785426227,4090,14,0.138835767679684,6076,100,0.991684054854885,0.14
"7819","vylupovat",6508,17,0.16858628932533,3915,16,0.158669448776782,8293,39,0.386756781393405,0.41025641025641
"7820","vyluštit",4605,42,0.416507303039051,7738,2,0.0198336810970977,6723,76,0.753679881689712,0.0263157894736842
"7821","vymáčet",13985,1,0.00991684054854884,6411,4,0.0396673621941954,11570,10,0.0991684054854885,0.4
"7822","vymačkat",2287,169,1.67594605270475,4815,9,0.0892515649369396,4088,246,2.43954277494302,0.0365853658536585
"7823","vymačkávat",4903,36,0.357006259747758,11245,1,0.00991684054854884,7615,52,0.51567570852454,0.0192307692307692
"7824","vymáčknout",2820,113,1.12060298198602,3009,32,0.317338897553563,3954,261,2.58829538317125,0.122605363984674
"7825","vymáhat",1614,294,2.91555112127336,3689,19,0.188419970422428,2761,498,4.93858659317732,0.0381526104417671
"7826","vymáchat",5546,26,0.25783785426227,5868,5,0.0495842027427442,7046,66,0.654511476204224,0.0757575757575758
"7827","vymalovat",2082,194,1.92386706641848,3782,18,0.178503129873879,2680,524,5.1964244474396,0.0343511450381679
"7828","vymalovávat",9324,5,0.0495842027427442,8878,1,0.00991684054854884,12261,8,0.0793347243883908,0.125
"7829","vymámit",2665,125,1.23960506856861,8283,2,0.0198336810970977,4814,176,1.7453639365446,0.0113636363636364
"7830","vymanévrovat",8255,8,0.0793347243883908,6913,3,0.0297505216456465,10323,17,0.16858628932533,0.176470588235294
"7831","vymanit",4234,49,0.485925186878893,579,587,5.82118540199817,2074,790,7.83430403335359,0.743037974683544
"7832","vymaňovat",8620,7,0.0694178838398419,2672,43,0.4264241435876,7513,55,0.545426230170186,0.781818181818182
"7833","vymazat",900,641,6.35669479161981,2456,52,0.51567570852454,1476,1297,12.8621421914679,0.0400925212027756
"7834","vymazávat",5320,29,0.287588375907917,7287,3,0.0297505216456465,7426,57,0.565259911267284,0.0526315789473684
"7835","vymáznout",13621,1,0.00991684054854884,5630,6,0.0595010432912931,10119,18,0.178503129873879,0.333333333333333
"7836","vyměnit",188,3014,29.8893574133262,1082,236,2.34037436945753,481,5211,51.676656098488,0.0452888121281904
"7837","vyměňovat",850,690,6.8426199784987,1800,97,0.961933533209238,1650,1114,11.0473603710834,0.0870736086175943
"7838","vyměřit",2075,195,1.93378390696702,7003,3,0.0297505216456465,3389,349,3.46097735144355,0.00859598853868195
"7839","vyměřovat",4237,49,0.485925186878893,4682,10,0.0991684054854885,6623,79,0.783430403335359,0.126582278481013
"7840","vymést",2689,123,1.21977138747151,6049,5,0.0495842027427442,4208,232,2.30070700726333,0.021551724137931
"7841","vymetat",3380,79,0.783430403335359,5171,7,0.0694178838398419,5844,112,1.11068614143747,0.0625
"7842","vymezit",1041,529,5.24600865018234,1533,132,1.30902295240845,1321,1518,15.0537639526971,0.0869565217391304
"7843","vymezovat",1044,527,5.22617496908524,951,288,2.85605007798207,1663,1100,10.9085246034037,0.261818181818182
"7844","vymírat",7931,9,0.0892515649369396,6633,4,0.0396673621941954,5347,140,1.38835767679684,0.0285714285714286
"7845","vymítat",5543,26,0.25783785426227,10488,1,0.00991684054854884,8480,36,0.357006259747758,0.0277777777777778
"7846","vymknout",3912,58,0.575176751815833,681,459,4.55182981178392,2675,525,5.20634128798814,0.874285714285714
"7847","vymlátit",3492,74,0.733846200592615,4552,11,0.109085246034037,5653,122,1.20985454692296,0.0901639344262295
"7848","vymlít",6865,14,0.138835767679684,8719,1,0.00991684054854884,9563,23,0.228087332616623,0.0434782608695652
"7849","vymlouvat",5498,27,0.267754694810819,651,484,4.79975082549764,2517,584,5.79143488035253,0.828767123287671
"7850","vymluvit",4323,47,0.466091505781796,1113,226,2.24120596397204,2990,439,4.35349300081294,0.514806378132118
"7851","vymoci",2301,167,1.65611237160766,8429,2,0.0198336810970977,3676,300,2.97505216456465,0.00666666666666667
"7852","vymočit",12524,2,0.0198336810970977,1694,109,1.08093561979182,5616,124,1.22968822802006,0.879032258064516
"7853","vymodelovat",3294,83,0.823097765529554,8008,2,0.0198336810970977,5135,153,1.51727660392797,0.0130718954248366
"7854","vymódit",15252,1,0.00991684054854884,5324,7,0.0694178838398419,11234,12,0.119002086582586,0.583333333333333
"7855","vymodlit",7780,10,0.0991684054854885,10073,1,0.00991684054854884,9548,23,0.228087332616623,0.0434782608695652
"7856","vymotat",5814,23,0.228087332616623,1696,109,1.08093561979182,5110,155,1.53711028502507,0.703225806451613
"7857","vymotávat",10586,3,0.0297505216456465,5217,7,0.0694178838398419,11640,10,0.0991684054854885,0.7
"7858","vymrštit",2700,122,1.20985454692296,1174,211,2.09245335574381,2920,458,4.54191297123537,0.460698689956332
"7859","vymršťovat",7893,9,0.0892515649369396,4786,9,0.0892515649369396,9157,27,0.267754694810819,0.333333333333333
"7860","vymrznout",11854,2,0.0198336810970977,8168,2,0.0198336810970977,8994,29,0.287588375907917,0.0689655172413793
"7861","vymstít",8542,7,0.0694178838398419,1254,189,1.87428286367573,4581,194,1.92386706641848,0.974226804123711
"7862","vymstívat",14912,1,0.00991684054854884,9341,1,0.00991684054854884,16243,2,0.0198336810970977,0.5
"7863","vymycovat",13067,1,0.00991684054854884,7711,2,0.0198336810970977,12644,7,0.0694178838398419,0.285714285714286
"7864","vymykat",5256,30,0.297505216456465,492,729,7.22937675989211,2155,748,7.41779673031454,0.974598930481283
"7865","vymyslet",255,2418,23.9789204463911,2605,46,0.456174665233247,439,5824,57.7556793547485,0.00789835164835165
"7866","vymýšlet",560,1135,11.2556140226029,2512,50,0.495842027427442,938,2390,23.7012489110317,0.0209205020920502
"7867","vymýt",3087,95,0.94209985211214,4614,10,0.0991684054854885,5128,154,1.52719344447652,0.0649350649350649
"7868","vymýtit",2186,182,1.80486497983589,6220,4,0.0396673621941954,3485,331,3.28247422156967,0.0120845921450151
"7869","vymývat",4019,55,0.545426230170186,4091,14,0.138835767679684,6184,95,0.94209985211214,0.147368421052632
"7870","vynadat",8037,9,0.0892515649369396,8245,2,0.0198336810970977,2819,483,4.78983398494909,0.0041407867494824
"7871","vynadávat",14428,1,0.00991684054854884,7953,2,0.0198336810970977,15214,3,0.0297505216456465,0.666666666666667
"7872","vynadívat",11845,2,0.0198336810970977,1943,82,0.813180924981005,6429,86,0.852848287175201,0.953488372093023
"7873","vynahradit",2136,187,1.85444918257863,5692,6,0.0595010432912931,2791,490,4.85925186878893,0.0122448979591837
"7874","vynacházet",11653,2,0.0198336810970977,5127,8,0.0793347243883908,11882,9,0.0892515649369396,0.888888888888889
"7875","vynachválit",3733,64,0.634677795107126,11181,1,0.00991684054854884,5684,120,1.19002086582586,0.00833333333333333
"7876","vynakládat",2215,178,1.76519761764169,3229,28,0.277671535359368,3431,340,3.37172578650661,0.0823529411764706
"7877","vynalézat",4447,45,0.446257824684698,6476,4,0.0396673621941954,6539,82,0.813180924981005,0.0487804878048781
"7878","vynaleznout",1360,371,3.67914784351162,5858,5,0.0495842027427442,2231,706,7.00128942727548,0.00708215297450425
"7879","vynaložit",1418,354,3.51056155418629,3901,16,0.158669448776782,2108,775,7.68555142512535,0.0206451612903226
"7880","vynasmát",14791,1,0.00991684054854884,11025,1,0.00991684054854884,18931,1,0.00991684054854884,1
"7881","vynasnažit",14968,1,0.00991684054854884,1525,133,1.318939792957,5301,142,1.40819135789394,0.936619718309859
"7882","vynásobit",3131,93,0.922266171015043,4457,11,0.109085246034037,4729,183,1.81478182038444,0.0601092896174863
"7883","vynášet",1130,474,4.70058242001215,2600,46,0.456174665233247,1821,961,9.53008376715544,0.0478668054110302
"7884","vyndat",384,1624,16.1049490508433,3713,19,0.188419970422428,991,2236,22.1740554665552,0.00849731663685152
"7885","vyndavat",4588,42,0.416507303039051,7363,3,0.0297505216456465,7072,66,0.654511476204224,0.0454545454545455
"7886","vyndávat",2659,126,1.24952190911715,5596,6,0.0595010432912931,4555,196,1.94370074751557,0.0306122448979592
"7887","vynechat",520,1242,12.3167159612977,3287,26,0.25783785426227,1070,2023,20.0617684297143,0.0128521997034108
"7888","vynechávat",2176,183,1.81478182038444,3407,24,0.238004173165172,3597,313,3.10397109169579,0.0766773162939297
"7889","vynést",458,1375,13.6356557542547,3570,21,0.208253651519526,870,2623,26.0118727588436,0.00800609988562714
"7890","vynikat",3583,70,0.694178838398419,11558,1,0.00991684054854884,1257,1619,16.0553648481006,0.000617665225447807
"7891","vyniknout",2890,108,1.07101877924328,5997,5,0.0495842027427442,1544,1215,12.0489612664868,0.00411522633744856
"7892","vynořit",1829,240,2.38004173165172,151,2714,26.9143052487616,828,2780,27.5688167249658,0.976258992805755
"7893","vynořovat",3246,86,0.852848287175201,529,651,6.4558631971053,2271,687,6.81286945685306,0.947598253275109
"7894","vynucovat",2322,164,1.62636184996201,5800,5,0.0495842027427442,4075,248,2.45937645604011,0.0201612903225806
"7895","vynulovat",5591,26,0.25783785426227,4455,11,0.109085246034037,7655,51,0.505758867975991,0.215686274509804
"7896","vyobcovat",9292,5,0.0495842027427442,9436,1,0.00991684054854884,8728,32,0.317338897553563,0.03125
"7897","vyobrazit",5296,30,0.297505216456465,7486,2,0.0198336810970977,4530,199,1.97345126916122,0.0100502512562814
"7898","vyobrazovat",9250,5,0.0495842027427442,8632,2,0.0198336810970977,9300,26,0.25783785426227,0.0769230769230769
"7899","vyorat",8940,6,0.0595010432912931,10080,1,0.00991684054854884,10589,15,0.148752608228233,0.0666666666666667
"7900","vyorávat",9382,5,0.0495842027427442,10194,1,0.00991684054854884,12348,8,0.0793347243883908,0.125
"7901","vyostřit",5372,29,0.287588375907917,2541,48,0.476008346330345,6364,88,0.872681968272298,0.545454545454545
"7902","vyostřovat",6122,20,0.198336810970977,3260,27,0.267754694810819,7670,51,0.505758867975991,0.529411764705882
"7903","vypáčit",2266,172,1.7056965743504,6246,4,0.0396673621941954,3925,265,2.62796274536544,0.0150943396226415
"7904","vypadat",175,3089,30.6331204544674,2608,46,0.456174665233247,28,45557,451.78150487024,0.00100972408191935
"7905","vypadávat",5625,25,0.247921013713721,8207,2,0.0198336810970977,4031,253,2.50896065878286,0.00790513833992095
"7906","vypadnout",2022,204,2.02303547190396,5840,5,0.0495842027427442,537,4603,45.6472170449703,0.00108624809906583
"7907","vypálit",1040,530,5.25592549073089,3246,27,0.267754694810819,1455,1329,13.1794810890214,0.0203160270880361
"7908","vypalovat",3088,95,0.94209985211214,2523,49,0.485925186878893,3946,263,2.60812906426835,0.186311787072243
"7909","vyparádit",12375,2,0.0198336810970977,3875,17,0.16858628932533,9188,27,0.267754694810819,0.62962962962963
"7910","vypárat",8281,8,0.0793347243883908,8667,1,0.00991684054854884,10470,16,0.158669448776782,0.0625
"7911","vypařit",5931,22,0.218170492068075,622,517,5.12700656359975,2583,559,5.5435138666388,0.924865831842576
"7912","vypařovat",8929,6,0.0595010432912931,1892,87,0.862765127723749,6195,95,0.94209985211214,0.91578947368421
"7913","vypást",9791,4,0.0396673621941954,9533,1,0.00991684054854884,11452,11,0.109085246034037,0.0909090909090909
"7914","vypátrat",1466,338,3.35189210540951,4405,12,0.119002086582586,2026,822,8.15164293090715,0.0145985401459854
"7915","vypeckovávat",11878,2,0.0198336810970977,8779,1,0.00991684054854884,14184,4,0.0396673621941954,0.25
"7916","vypékat",13187,1,0.00991684054854884,6644,3,0.0297505216456465,13762,4,0.0396673621941954,0.75
"7917","vypěnit",8528,7,0.0694178838398419,7602,2,0.0198336810970977,6451,85,0.842931446626652,0.0235294117647059
"7918","vypeskovat",10890,3,0.0297505216456465,8541,2,0.0198336810970977,11472,11,0.109085246034037,0.181818181818182
"7919","vypěstovat",1223,429,4.25432459532745,3709,19,0.188419970422428,2134,761,7.54671565744567,0.0249671484888305
